date,province_code,province,city_code,city,confirmed,suspected,cured,dead
20200131,210000,辽宁省,210600,丹东市,5,0,0,0
20200131,210000,辽宁省,210700,锦州市,7,0,0,0
20200131,210000,辽宁省,210800,营口市,1,0,0,0
20200131,210000,辽宁省,210900,阜新市,1,0,0,0
20200131,210000,辽宁省,211000,辽阳市,1,0,0,0
20200131,210000,辽宁省,211100,盘锦市,7,0,0,0
20200131,210000,辽宁省,211200,铁岭市,2,0,0,0
20200131,210000,辽宁省,211300,朝阳市,6,0,0,0
20200131,210000,辽宁省,211400,葫芦岛市,5,0,0,0
20200131,220000,吉林省,220100,长春市,6,0,1,0
20200131,220000,吉林省,220200,吉林市,3,0,0,0
20200131,220000,吉林省,220300,四平市,1,0,0,0
20200131,220000,吉林省,220381,公主岭市,1,0,0,0
20200131,220000,吉林省,220500,通化市,1,0,0,0
20200131,220000,吉林省,220700,松原市,2,0,0,0
20200131,220000,吉林省,222400,延边朝鲜族自治州,2,0,0,0
20200131,230000,黑龙江省,230100,哈尔滨市,25,0,0,0
20200131,230000,黑龙江省,230200,齐齐哈尔市,3,0,0,0
20200131,230000,黑龙江省,230300,鸡西市,4,0,0,0
20200131,230000,黑龙江省,230400,鹤岗市,1,0,0,0
20200131,230000,黑龙江省,230500,双鸭山市,2,0,0,0
20200131,230000,黑龙江省,230600,大庆市,8,0,0,0
20200131,230000,黑龙江省,230800,佳木斯市,11,0,0,0
20200131,230000,黑龙江省,230900,七台河市,5,0,0,0
20200131,230000,黑龙江省,231000,牡丹江市,6,0,0,0
20200131,230000,黑龙江省,231200,绥化市,13,0,0,2
20200131,230000,黑龙江省,232700,大兴安岭地区,2,0,0,0
20200131,310000,上海市,310101,黄浦区,5,0,0,0
20200131,310000,上海市,310104,徐汇区,5,0,0,0
20200131,310000,上海市,310105,长宁区,6,0,0,0
20200131,310000,上海市,310106,静安区,8,0,0,0
20200131,310000,上海市,310107,普陀区,2,0,0,0
20200131,310000,上海市,310109,虹口区,5,0,0,0
20200131,310000,上海市,310110,杨浦区,2,0,0,0
20200131,310000,上海市,310112,闵行区,7,0,0,0
20200131,310000,上海市,310113,宝山区,5,0,0,0
20200131,310000,上海市,310114,嘉定区,2,0,0,0
20200131,310000,上海市,310115,浦东新区,27,0,0,0
20200131,310000,上海市,310116,金山区,1,0,0,0
20200131,310000,上海市,310117,松江区,3,0,0,0
20200131,310000,上海市,310118,青浦区,2,0,0,0
20200131,310000,上海市,310120,奉贤区,5,0,0,0
20200131,310000,上海市,,外地来沪,68,0,0,0
20200131,320000,江苏省,320100,南京市,28,0,2,0
20200131,320000,江苏省,320200,无锡市,13,0,0,0
20200131,320000,江苏省,320300,徐州市,23,0,0,0
20200131,320000,江苏省,320400,常州市,14,0,0,0
20200131,320000,江苏省,320500,苏州市,34,0,2,0
20200131,320000,江苏省,320600,南通市,12,0,0,0
20200131,320000,江苏省,320700,连云港市,13,0,1,0
20200131,320000,江苏省,320800,淮安市,12,0,0,0
20200131,320000,江苏省,320900,盐城市,13,0,0,0
20200131,320000,江苏省,321000,扬州市,13,0,0,0
20200131,320000,江苏省,321100,镇江市,2,0,0,0
20200131,320000,江苏省,321200,泰州市,17,0,0,0
20200131,320000,江苏省,321300,宿迁市,8,0,0,0
20200131,330000,浙江省,330100,杭州市,69,0,0,0
20200131,330000,浙江省,330200,宁波市,41,0,0,0
20200131,330000,浙江省,330300,温州市,172,0,3,0
20200131,330000,浙江省,330400,嘉兴市,16,0,0,0
20200131,330000,浙江省,330500,湖州市,5,0,0,0
20200131,330000,浙江省,330600,绍兴市,19,0,0,0
20200131,330000,浙江省,330700,金华市,20,0,0,0
20200131,330000,浙江省,330800,衢州市,10,0,0,0
20200131,330000,浙江省,330900,舟山市,6,0,0,0
20200131,330000,浙江省,331000,台州市,64,0,0,0
20200131,330000,浙江省,331100,丽水市,6,0,0,0
20200131,340000,安徽省,340100,合肥市,59,7,1,0
20200131,340000,安徽省,340200,芜湖市,15,1,0,0
20200131,340000,安徽省,340300,蚌埠市,16,6,0,0
20200131,340000,安徽省,340400,淮南市,6,0,0,0
20200131,340000,安徽省,340500,马鞍山市,22,5,0,0
20200131,340000,安徽省,340600,淮北市,6,3,0,0
20200131,340000,安徽省,340700,铜陵市,16,0,0,0
20200131,340000,安徽省,340800,安庆市,37,11,0,0
20200131,340000,安徽省,340826,宿松县,6,0,0,0
20200131,340000,安徽省,341000,黄山市,9,0,0,0
20200131,340000,安徽省,341100,滁州市,6,0,0,0
20200131,340000,安徽省,341200,阜阳市,47,8,0,0
20200131,340000,安徽省,341300,宿州市,12,5,0,0
20200131,340000,安徽省,341500,六安市,13,18,1,0
20200131,340000,安徽省,341600,亳州市,25,11,1,0
20200131,340000,安徽省,341700,池州市,4,2,0,0
20200131,340000,安徽省,341800,宣城市,4,0,0,0
20200131,350000,福建省,350100,福州市,39,38,0,0
20200131,350000,福建省,350128,平潭县,0,3,0,0
20200131,350000,福建省,350200,厦门市,17,7,0,0
20200131,350000,福建省,350300,莆田市,25,21,0,0
20200131,350000,福建省,350400,三明市,10,12,0,0
20200131,350000,福建省,350500,泉州市,24,7,0,0
20200131,350000,福建省,350600,漳州市,11,5,0,0
20200131,350000,福建省,350700,南平市,8,13,0,0
20200131,350000,福建省,350800,龙岩市,1,4,0,0
20200131,350000,福建省,350900,宁德市,9,1,0,0
20200131,360000,江西省,360100,南昌市,83,0,1,0
20200131,360000,江西省,360200,景德镇市,3,0,1,0
20200131,360000,江西省,360300,萍乡市,9,0,1,0
20200131,360000,江西省,360400,九江市,43,0,0,0
20200131,360000,江西省,360500,新余市,40,0,2,0
20200131,360000,江西省,360600,鹰潭市,4,0,0,0
20200131,360000,江西省,360700,赣州市,30,0,1,0
20200131,360000,江西省,360800,吉安市,11,0,1,0
20200131,360000,江西省,360900,宜春市,29,0,1,0
20200131,360000,江西省,361000,抚州市,18,0,0,0
20200131,360000,江西省,361100,上饶市,16,0,1,0
20200131,370000,山东省,370100,济南市,18,11,0,0
20200131,370000,山东省,370200,青岛市,21,32,1,0
20200131,370000,山东省,370300,淄博市,10,0,0,0
20200131,370000,山东省,370400,枣庄市,11,5,0,0
20200131,370000,山东省,370600,烟台市,20,0,0,0
20200131,370000,山东省,370700,潍坊市,9,1,0,0
20200131,370000,山东省,370800,济宁市,10,4,0,0
20200131,370000,山东省,370900,泰安市,5,7,0,0
20200131,370000,山东省,371000,威海市,24,0,0,0
20200131,370000,山东省,371100,日照市,10,0,0,0
20200131,370000,山东省,371300,临沂市,23,3,0,0
20200131,370000,山东省,371400,德州市,17,6,1,0
20200131,370000,山东省,371500,聊城市,7,4,0,0
20200131,370000,山东省,371600,滨州市,9,1,0,0
20200131,370000,山东省,371700,菏泽市,8,9,0,0
20200131,410000,河南省,410100,郑州市,56,0,0,0
20200131,410000,河南省,410200,开封市,8,0,0,0
20200131,410000,河南省,410300,洛阳市,5,0,0,0
20200131,410000,河南省,410400,平顶山市,11,0,0,0
20200131,410000,河南省,410500,安阳市,24,0,0,0
20200131,410000,河南省,410526,滑县,1,0,0,0
20200131,410000,河南省,410600,鹤壁市,6,0,0,0
20200131,410000,河南省,410700,新乡市,21,0,0,0
20200131,410000,河南省,410728,长垣县,1,0,0,0
20200131,410000,河南省,410728,长垣市,2,0,0,0
20200131,410000,河南省,410800,焦作市,2,0,0,0
20200131,410000,河南省,410900,濮阳市,3,0,0,0
20200131,410000,河南省,411000,许昌市,12,0,0,0
20200131,410000,河南省,411100,漯河市,14,0,0,0
20200131,410000,河南省,411200,三门峡市,7,0,0,0
20200131,410000,河南省,411300,南阳市,66,0,0,1
20200131,410000,河南省,411400,商丘市,29,0,0,0
20200131,410000,河南省,411481,永城市,7,0,0,0
20200131,410000,河南省,411500,信阳市,70,0,0,0
20200131,410000,河南省,411600,周口市,38,0,0,0
20200131,410000,河南省,411700,驻马店市,40,0,0,0
20200131,420000,湖北省,420100,武汉市,3215,0,0,192
20200131,420000,湖北省,420200,黄石市,209,0,0,2
20200131,420000,湖北省,420300,十堰市,177,0,0,0
20200131,420000,湖北省,420500,宜昌市,276,0,0,1
20200131,420000,湖北省,420600,襄阳市,347,0,0,0
20200131,420000,湖北省,420700,鄂州市,227,0,0,9
20200131,420000,湖北省,420800,荆门市,251,0,0,5
20200131,420000,湖北省,420900,孝感市,628,0,0,12
20200131,420000,湖北省,421000,荆州市,287,0,0,4
20200131,420000,湖北省,421100,黄冈市,726,0,0,14
20200131,420000,湖北省,421200,咸宁市,206,0,0,0
20200131,420000,湖北省,421300,随州市,304,0,0,1
20200131,420000,湖北省,422800,恩施土家族苗族自治州,87,0,0,0
20200131,420000,湖北省,429004,仙桃市,97,0,0,1
20200131,420000,湖北省,429005,潜江市,27,0,0,1
20200131,420000,湖北省,429006,天门市,82,0,0,7
20200131,420000,湖北省,429021,神农架林区,7,0,0,0
20200131,420000,湖北省,,所属地待确认,0,0,30,0
20200131,430000,湖南省,430100,长沙市,86,0,1,0
20200131,430000,湖南省,430200,株洲市,22,0,0,0
20200131,430000,湖南省,430300,湘潭市,13,0,0,0
20200131,430000,湖南省,430400,衡阳市,26,0,0,0
20200131,430000,湖南省,430500,邵阳市,41,0,0,0
20200131,430000,湖南省,430600,岳阳市,45,0,0,0
20200131,430000,湖南省,430700,常德市,39,0,0,0
20200131,430000,湖南省,430800,张家界市,2,0,0,0
20200131,430000,湖南省,430900,益阳市,24,0,0,0
20200131,430000,湖南省,431000,郴州市,13,0,1,0
20200131,430000,湖南省,431100,永州市,18,0,0,0
20200131,430000,湖南省,431200,怀化市,28,0,1,0
20200131,430000,湖南省,431300,娄底市,26,0,0,0
20200131,430000,湖南省,433100,湘西土家族苗族自治州,6,0,0,0
20200131,440000,广东省,440100,广州市,137,0,0,0
20200131,440000,广东省,440200,韶关市,4,0,0,0
20200131,440000,广东省,440300,深圳市,170,0,0,0
20200131,440000,广东省,440400,珠海市,38,0,0,0
20200131,440000,广东省,440500,汕头市,14,0,0,0
20200131,440000,广东省,440600,佛山市,38,0,0,0
20200131,440000,广东省,440700,江门市,3,0,0,0
20200131,440000,广东省,440800,湛江市,13,0,0,0
20200131,440000,广东省,440900,茂名市,3,0,0,0
20200131,440000,广东省,441200,肇庆市,6,0,0,0
20200131,440000,广东省,441300,惠州市,20,0,0,0
20200131,440000,广东省,441400,梅州市,5,0,0,0
20200131,440000,广东省,441500,汕尾市,4,0,0,0
20200131,440000,广东省,441600,河源市,1,0,0,0
20200131,440000,广东省,441700,阳江市,10,0,0,0
20200131,440000,广东省,441800,清远市,6,0,0,0
20200131,440000,广东省,441900,东莞市,21,0,0,0
20200131,440000,广东省,442000,中山市,18,0,0,0
20200131,440000,广东省,445100,潮州市,3,0,0,0
20200131,440000,广东省,445200,揭阳市,6,0,0,0
20200131,450000,广西壮族自治区,450100,南宁市,16,0,0,0
20200131,450000,广西壮族自治区,450200,柳州市,12,0,0,0
20200131,450000,广西壮族自治区,450300,桂林市,21,0,0,0
20200131,450000,广西壮族自治区,450400,梧州市,5,0,1,0
20200131,450000,广西壮族自治区,450500,北海市,23,0,0,0
20200131,450000,广西壮族自治区,450600,防城港市,8,0,1,0
20200131,450000,广西壮族自治区,450700,钦州市,1,0,0,0
20200131,450000,广西壮族自治区,450900,玉林市,5,0,0,0
20200131,450000,广西壮族自治区,451000,百色市,2,0,0,0
20200131,450000,广西壮族自治区,451100,贺州市,1,0,0,0
20200131,450000,广西壮族自治区,451200,河池市,6,0,0,0
20200131,460000,海南省,460100,海口市,11,0,0,0
20200131,460000,海南省,460200,三亚市,15,0,0,0
20200131,460000,海南省,460400,儋州市,6,0,0,0
20200131,460000,海南省,469002,琼海市,4,0,0,0
20200131,460000,海南省,469006,万宁市,8,0,0,0
20200131,460000,海南省,469007,东方市,1,0,0,0
20200131,460000,海南省,469021,定安县,1,0,0,0
20200131,460000,海南省,469023,澄迈县,2,0,0,0
20200131,460000,海南省,469024,临高县,3,0,0,0
20200131,460000,海南省,469026,昌江黎族自治县,1,0,0,0
20200131,460000,海南省,469027,乐东黎族自治县,1,0,0,0
20200131,460000,海南省,469028,陵水黎族自治县,3,0,0,0
20200131,460000,海南省,469030,琼中黎族苗族自治县,1,0,0,0
20200131,500000,重庆市,500101,万州区,33,0,0,0
20200131,500000,重庆市,500102,涪陵区,1,0,0,0
20200131,500000,重庆市,500103,渝中区,7,0,0,0
20200131,500000,重庆市,500104,大渡口区,6,0,0,0
20200131,500000,重庆市,500105,江北区,12,0,0,0
20200131,500000,重庆市,500106,沙坪坝区,2,0,0,0
20200131,500000,重庆市,500107,九龙坡区,9,0,0,1
20200131,500000,重庆市,500108,南岸区,3,0,0,0
20200131,500000,重庆市,500110,綦江区,4,0,0,0
20200131,500000,重庆市,500111,大足区,4,0,0,0
20200131,500000,重庆市,500112,渝北区,11,0,0,0
20200131,500000,重庆市,500113,巴南区,1,0,0,0
20200131,500000,重庆市,500114,黔江区,2,0,0,0
20200131,500000,重庆市,500115,长寿区,10,0,0,0
20200131,500000,重庆市,500116,江津区,3,0,0,0
20200131,500000,重庆市,500117,合川区,8,0,0,0
20200131,500000,重庆市,500118,永川区,3,0,0,0
20200131,500000,重庆市,500120,璧山区,8,0,0,0
20200131,500000,重庆市,500151,铜梁区,2,0,0,0
20200131,500000,重庆市,500152,潼南区,2,0,0,0
20200131,500000,重庆市,500153,荣昌区,2,0,0,0
20200131,500000,重庆市,500154,开州区,16,0,0,0
20200131,500000,重庆市,500155,梁平区,2,0,0,0
20200131,500000,重庆市,500156,武隆区,1,0,0,0
20200131,500000,重庆市,500229,城口县,1,0,0,0
20200131,500000,重庆市,500230,丰都县,3,0,0,0
20200131,500000,重庆市,500231,垫江县,10,0,0,0
20200131,500000,重庆市,500233,忠县,12,0,0,0
20200131,500000,重庆市,500235,云阳县,17,0,0,0
20200131,500000,重庆市,500236,奉节县,5,0,0,0
20200131,500000,重庆市,500237,巫山县,6,0,1,0
20200131,500000,重庆市,500238,巫溪县,10,0,0,0
20200131,500000,重庆市,500240,石柱土家族自治县,10,0,0,0
20200131,500000,重庆市,500241,秀山土家族苗族自治县,1,0,0,0
20200131,500000,重庆市,,两江新区,10,0,0,0
20200131,510000,四川省,510100,成都市,72,0,0,0
20200131,510000,四川省,510300,自贡市,9,0,0,0
20200131,510000,四川省,510400,攀枝花市,7,0,0,0
20200131,510000,四川省,510500,泸州市,5,0,0,0
20200131,510000,四川省,510600,德阳市,7,0,0,0
20200131,510000,四川省,510700,绵阳市,12,0,0,0
20200131,510000,四川省,510800,广元市,2,0,0,0
20200131,510000,四川省,510900,遂宁市,5,0,0,0
20200131,510000,四川省,511000,内江市,10,0,0,0
20200131,510000,四川省,511100,乐山市,2,0,0,0
20200131,510000,四川省,511181,峨眉山市,2,0,0,0
20200131,510000,四川省,511300,南充市,16,0,0,0
20200131,510000,四川省,511500,宜宾市,7,0,0,0
20200131,510000,四川省,511600,广安市,16,0,0,0
20200131,510000,四川省,511700,达州市,9,0,0,0
20200131,510000,四川省,511800,雅安市,5,0,0,0
20200131,510000,四川省,511900,巴中市,8,0,0,0
20200131,510000,四川省,512000,资阳市,2,0,0,0
20200131,510000,四川省,513200,阿坝藏族羌族自治州,1,0,0,0
20200131,510000,四川省,513300,甘孜藏族自治州,5,0,0,0
20200131,510000,四川省,513400,凉山彝族自治州,5,0,0,0
20200131,520000,贵州省,520100,贵阳市,4,0,1,0
20200131,520000,贵州省,520200,六盘水市,8,0,0,0
20200131,520000,贵州省,520300,遵义市,4,0,0,0
20200131,520000,贵州省,520500,毕节市,3,0,0,0
20200131,520000,贵州省,520600,铜仁市,3,0,1,0
20200131,520000,贵州省,522300,黔西南布依族苗族自治州,1,0,0,0
20200131,520000,贵州省,522600,黔东南苗族侗族自治州,2,0,0,0
20200131,520000,贵州省,522700,黔南布依族苗族自治州,4,0,0,0
20200131,530000,云南省,530100,昆明市,30,0,0,0
20200131,530000,云南省,530300,曲靖市,5,0,0,0
20200131,530000,云南省,530400,玉溪市,7,0,0,0
20200131,530000,云南省,530500,保山市,7,0,0,0
20200131,530000,云南省,530600,昭通市,6,0,0,0
20200131,530000,云南省,530700,丽江市,6,0,0,0
20200131,530000,云南省,530800,普洱市,4,0,0,0
20200131,530000,云南省,530900,临沧市,1,0,0,0
20200131,530000,云南省,532500,红河哈尼族彝族自治州,4,0,1,0
20200131,530000,云南省,532800,西双版纳傣族自治州,12,0,0,0
20200131,530000,云南省,532900,大理白族自治州,6,0,0,0
20200131,530000,云南省,533100,德宏傣族景颇族自治州,3,0,0,0
20200131,540000,西藏自治区,540100,拉萨市,1,0,0,0
20200131,610000,陕西省,610100,西安市,39,0,0,0
20200131,610000,陕西省,610200,铜川市,5,0,0,0
20200131,610000,陕西省,610300,宝鸡市,6,0,0,0
20200131,610000,陕西省,610400,咸阳市,8,0,0,0
20200131,610000,陕西省,610500,渭南市,5,0,0,0
20200131,610000,陕西省,610581,韩城市,1,0,0,0
20200131,610000,陕西省,610600,延安市,7,0,0,0
20200131,610000,陕西省,610700,汉中市,13,0,0,0
20200131,610000,陕西省,610800,榆林市,1,0,0,0
20200131,610000,陕西省,610900,安康市,14,0,0,0
20200131,610000,陕西省,611000,商洛市,2,0,0,0
20200131,620000,甘肃省,620100,兰州市,20,0,0,0
20200131,620000,甘肃省,620300,金昌市,1,0,0,0
20200131,620000,甘肃省,620400,白银市,1,0,0,0
20200131,620000,甘肃省,620500,天水市,3,0,0,0
20200131,620000,甘肃省,620700,张掖市,2,0,0,0
20200131,620000,甘肃省,620800,平凉市,1,0,0,0
20200131,620000,甘肃省,621100,定西市,2,0,0,0
20200131,620000,甘肃省,621200,陇南市,3,0,0,0
20200131,620000,甘肃省,622900,临夏回族自治州,2,0,0,0
20200131,630000,青海省,630100,西宁市,9,0,0,0
20200131,640000,宁夏回族自治区,640100,银川市,15,0,0,0
20200131,640000,宁夏回族自治区,640300,吴忠市,6,0,0,0
20200131,640000,宁夏回族自治区,640400,固原市,2,0,0,0
20200131,640000,宁夏回族自治区,640500,中卫市,2,1,0,0
20200131,640000,宁夏回族自治区,,宁东,1,0,0,0
20200131,650000,新疆维吾尔自治区,650100,乌鲁木齐市,8,0,0,0
20200131,650000,新疆维吾尔自治区,650400,吐鲁番市,1,0,0,0
20200131,650000,新疆维吾尔自治区,652900,阿克苏地区,1,0,0,0
20200131,650000,新疆维吾尔自治区,654000,伊犁哈萨克自治州,5,0,0,0
20200131,650000,新疆维吾尔自治区,660700,第七师,1,0,0,0
20200131,650000,新疆维吾尔自治区,660800,第八师石河子市,1,0,0,0
20200131,650000,新疆维吾尔自治区,660900,第九师,1,0,0,0
20200201,110000,北京市,110101,东城区,3,0,0,0
20200201,110000,北京市,110102,西城区,17,0,0,0
20200201,110000,北京市,110105,朝阳区,35,0,0,0
20200201,110000,北京市,110106,丰台区,16,0,0,0
20200201,110000,北京市,110107,石景山区,4,0,0,0
20200201,110000,北京市,110108,海淀区,41,0,0,0
20200201,110000,北京市,110109,门头沟区,1,0,0,0
20200201,110000,北京市,110111,房山区,2,0,0,0
20200201,110000,北京市,110112,通州区,13,0,0,0
20200201,110000,北京市,110113,顺义区,6,0,0,0
20200201,110000,北京市,110114,昌平区,12,0,0,0
20200201,110000,北京市,110115,大兴区,21,0,0,0
20200201,110000,北京市,110116,怀柔区,1,0,0,0
20200201,110000,北京市,,外地来京,11,0,0,0
20200201,120000,天津市,120101,和平区,3,0,0,0
20200201,120000,天津市,120102,河东区,6,0,0,0
20200201,120000,天津市,120103,河西区,3,0,0,0
20200201,120000,天津市,120104,南开区,2,0,0,0
20200201,120000,天津市,120105,河北区,9,0,0,0
20200201,120000,天津市,120106,红桥区,2,0,0,0
20200201,120000,天津市,120110,东丽区,3,0,0,0
20200201,120000,天津市,120111,西青区,2,0,0,0
20200201,120000,天津市,120115,宝坻区,3,0,0,0
20200201,120000,天津市,120116,滨海新区,2,0,0,0
20200201,120000,天津市,120117,宁河区,2,0,0,0
20200201,120000,天津市,,外地来津,4,0,0,0
20200201,130000,河北省,130100,石家庄市,13,23,0,0
20200201,130000,河北省,130200,唐山市,11,3,0,0
20200201,130000,河北省,130300,秦皇岛市,1,8,0,0
20200201,130000,河北省,130400,邯郸市,11,1,0,0
20200201,130000,河北省,130500,邢台市,10,21,0,0
20200201,130000,河北省,130600,保定市,13,0,2,0
20200201,130000,河北省,130682,定州市,0,1,0,0
20200201,130000,河北省,130700,张家口市,9,3,0,0
20200201,130000,河北省,130800,承德市,2,0,0,0
20200201,130000,河北省,130900,沧州市,19,0,0,1
20200201,130000,河北省,131000,廊坊市,11,0,1,0
20200201,130000,河北省,131100,衡水市,4,0,0,0
20200201,140000,山西省,140100,太原市,6,0,1,0
20200201,140000,山西省,140200,大同市,8,0,0,0
20200201,140000,山西省,140300,阳泉市,1,0,0,0
20200201,140000,山西省,140400,长治市,3,0,0,0
20200201,140000,山西省,140500,晋城市,3,0,0,0
20200201,140000,山西省,140600,朔州市,3,0,0,0
20200201,140000,山西省,140700,晋中市,13,0,0,0
20200201,140000,山西省,140800,运城市,10,0,0,0
20200201,140000,山西省,140900,忻州市,3,0,0,0
20200201,140000,山西省,141000,临汾市,1,0,0,0
20200201,140000,山西省,141100,吕梁市,5,0,0,0
20200201,150000,内蒙古自治区,150100,呼和浩特市,2,1,0,0
20200201,150000,内蒙古自治区,150122,托克托县,0,1,0,0
20200201,150000,内蒙古自治区,150200,包头市,5,1,0,0
20200201,150000,内蒙古自治区,150300,乌海市,1,0,0,0
20200201,150000,内蒙古自治区,150400,赤峰市,2,0,0,0
20200201,150000,内蒙古自治区,150500,通辽市,1,0,0,0
20200201,150000,内蒙古自治区,150600,鄂尔多斯市,6,3,0,0
20200201,150000,内蒙古自治区,150700,呼伦贝尔市,2,1,1,0
20200201,150000,内蒙古自治区,150800,巴彦淖尔市,3,0,0,0
20200201,150000,内蒙古自治区,150900,乌兰察布市,2,0,0,0
20200201,150000,内蒙古自治区,152200,兴安盟,1,0,0,0
20200201,150000,内蒙古自治区,152201,兴安盟乌兰浩特,1,0,0,0
20200201,150000,内蒙古自治区,152500,锡林郭勒盟,2,0,0,0
20200201,210000,辽宁省,210100,沈阳市,16,0,0,0
20200201,210000,辽宁省,210200,大连市,10,0,1,0
20200201,210000,辽宁省,210500,本溪市,3,0,0,0
20200201,210000,辽宁省,210600,丹东市,6,0,0,0
20200201,210000,辽宁省,210700,锦州市,7,0,0,0
20200201,210000,辽宁省,210800,营口市,1,0,0,0
20200201,210000,辽宁省,210900,阜新市,2,0,0,0
20200201,210000,辽宁省,211000,辽阳市,1,0,0,0
20200201,210000,辽宁省,211100,盘锦市,5,0,0,0
20200201,210000,辽宁省,211200,铁岭市,2,0,0,0
20200201,210000,辽宁省,211300,朝阳市,6,0,0,0
20200201,210000,辽宁省,211400,葫芦岛市,5,0,0,0
20200201,220000,吉林省,220100,长春市,12,0,1,0
20200201,220000,吉林省,220200,吉林市,3,0,0,0
20200201,220000,吉林省,220300,四平市,1,0,0,0
20200201,220000,吉林省,220381,公主岭市,1,0,0,0
20200201,220000,吉林省,220500,通化市,1,0,0,0
20200201,220000,吉林省,220700,松原市,2,0,0,0
20200201,220000,吉林省,222400,延边朝鲜族自治州,2,0,0,0
20200201,230000,黑龙江省,230100,哈尔滨市,34,0,0,0
20200201,230000,黑龙江省,230200,齐齐哈尔市,3,0,0,0
20200201,230000,黑龙江省,230300,鸡西市,4,0,0,0
20200201,230000,黑龙江省,230400,鹤岗市,1,0,0,0
20200201,230000,黑龙江省,230500,双鸭山市,4,0,0,0
20200201,230000,黑龙江省,230600,大庆市,8,0,0,0
20200201,230000,黑龙江省,230800,佳木斯市,11,0,0,0
20200201,230000,黑龙江省,230900,七台河市,6,0,0,0
20200201,230000,黑龙江省,231000,牡丹江市,7,0,0,0
20200201,230000,黑龙江省,231100,黑河市,1,0,0,0
20200201,230000,黑龙江省,231200,绥化市,14,0,0,2
20200201,230000,黑龙江省,232700,大兴安岭地区,2,0,0,0
20200201,310000,上海市,310101,黄浦区,5,0,0,0
20200201,310000,上海市,310104,徐汇区,7,0,0,0
20200201,310000,上海市,310105,长宁区,7,0,0,0
20200201,310000,上海市,310106,静安区,9,0,0,0
20200201,310000,上海市,310107,普陀区,3,0,0,0
20200201,310000,上海市,310109,虹口区,5,0,0,0
20200201,310000,上海市,310110,杨浦区,2,0,0,0
20200201,310000,上海市,310112,闵行区,7,0,0,0
20200201,310000,上海市,310113,宝山区,8,0,0,0
20200201,310000,上海市,310114,嘉定区,2,0,0,0
20200201,310000,上海市,310115,浦东新区,32,0,0,0
20200201,310000,上海市,310116,金山区,1,0,0,0
20200201,310000,上海市,310117,松江区,7,0,0,0
20200201,310000,上海市,310118,青浦区,2,0,0,0
20200201,310000,上海市,310120,奉贤区,5,0,0,0
20200201,310000,上海市,310151,崇明区,1,0,0,0
20200201,310000,上海市,,外地来沪,74,0,0,0
20200201,320000,江苏省,320100,南京市,35,0,2,0
20200201,320000,江苏省,320200,无锡市,19,0,0,0
20200201,320000,江苏省,320300,徐州市,30,0,0,0
20200201,320000,江苏省,320400,常州市,15,0,0,0
20200201,320000,江苏省,320500,苏州市,38,0,2,0
20200201,320000,江苏省,320600,南通市,17,0,0,0
20200201,320000,江苏省,320700,连云港市,13,0,1,0
20200201,320000,江苏省,320800,淮安市,13,0,1,0
20200201,320000,江苏省,320900,盐城市,15,0,0,0
20200201,320000,江苏省,321000,扬州市,13,0,0,0
20200201,320000,江苏省,321100,镇江市,3,0,0,0
20200201,320000,江苏省,321200,泰州市,17,0,0,0
20200201,320000,江苏省,321300,宿迁市,8,0,0,0
20200201,330000,浙江省,330100,杭州市,110,0,2,0
20200201,330000,浙江省,330200,宁波市,66,0,1,0
20200201,330000,浙江省,330300,温州市,265,0,10,0
20200201,330000,浙江省,330400,嘉兴市,19,0,0,0
20200201,330000,浙江省,330500,湖州市,6,0,0,0
20200201,330000,浙江省,330600,绍兴市,27,0,1,0
20200201,330000,浙江省,330700,金华市,34,0,3,0
20200201,330000,浙江省,330800,衢州市,13,0,0,0
20200201,330000,浙江省,330900,舟山市,7,0,1,0
20200201,330000,浙江省,331000,台州市,100,0,4,0
20200201,330000,浙江省,331100,丽水市,14,0,1,0
20200201,340000,安徽省,340100,合肥市,59,17,2,0
20200201,340000,安徽省,340200,芜湖市,16,2,0,0
20200201,340000,安徽省,340300,蚌埠市,26,7,0,0
20200201,340000,安徽省,340400,淮南市,6,1,0,0
20200201,340000,安徽省,340500,马鞍山市,27,1,0,0
20200201,340000,安徽省,340600,淮北市,6,5,0,0
20200201,340000,安徽省,340700,铜陵市,16,2,0,0
20200201,340000,安徽省,340800,安庆市,43,7,0,0
20200201,340000,安徽省,340826,宿松县,6,0,0,0
20200201,340000,安徽省,341000,黄山市,9,0,0,0
20200201,340000,安徽省,341100,滁州市,6,4,0,0
20200201,340000,安徽省,341200,阜阳市,59,6,0,0
20200201,340000,安徽省,341300,宿州市,14,2,0,0
20200201,340000,安徽省,341500,六安市,13,23,1,0
20200201,340000,安徽省,341600,亳州市,30,5,2,0
20200201,340000,安徽省,341700,池州市,6,0,0,0
20200201,340000,安徽省,341800,宣城市,4,0,0,0
20200201,350000,福建省,350100,福州市,44,26,0,0
20200201,350000,福建省,350200,厦门市,18,14,0,0
20200201,350000,福建省,350300,莆田市,27,22,0,0
20200201,350000,福建省,350400,三明市,11,10,0,0
20200201,350000,福建省,350500,泉州市,29,6,0,0
20200201,350000,福建省,350600,漳州市,12,7,0,0
20200201,350000,福建省,350700,南平市,8,7,0,0
20200201,350000,福建省,350800,龙岩市,1,3,0,0
20200201,350000,福建省,350900,宁德市,9,2,0,0
20200201,350000,福建省,,平潭综,0,2,0,0
20200201,360000,江西省,360100,南昌市,89,0,1,0
